First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Adrien,,Mathy,0000-0002-8459-359X,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Amélie,,Gourdon-Kanhukamwe,https://orcid.org/0000-0002-3060-1320,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Andrea,,Kis,https://orcid.org/0000-0002-4345-3814,Accessible Feedback in Academia,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,
Angel,A.,García O' Diana,https://orcid.org/0000-0002-1533-7760,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Aoife,,Mahony,https://orcid.org/0000-0003-1075-6699,Accessible Feedback in Academia,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,,
Aswathi,,Surendran,0000-0002-8709-6417,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Biljana,,Gjoneska,0000-0003-1200-6672,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,,
Bojana,,Dinić,https://orcid.org/0000-0002-5492-2188,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,
Brendan,,Ch'ng,0000-0002-8843-625X,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Christopher,J.,Graham,0000-0002-1144-7970,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,,
Clara,,Akpan,0000-0002-2415-6662,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Vaidis,C.,David,https://orcid.org/0000-0002-1954-2219,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Dilhan,,Toredi,https://orcid.org/0000-0001-8420-1245,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Eduarda,,Centeno,https://orcid.org/0000-0002-1490-4903,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Elis,,Gabriela,,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Pablo,Ezequiel,Flores-Kanter,https://orcid.org/0000-0002-6712-779X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Fabienne,,Ennigkeit,https://orcid.org/0000-0001-5309-0132,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Filip,,Děchtěrenko,https://orcid.org/0000-0003-0472-915X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Flavio,,Azevedo,https://orcid.org/0000-0001-9000-8513,Accessible Feedback in Academia,,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,,
Giorgia,,Andreolli,https://orcid.org/0000-0001-9511-0496,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Godfrey,,Ikahu,https://orcid.org/0000-0002-1959-5812,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Halil,Emre,Kocalar,https://orcid.org/0000-0002-7299-162X,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Jiří,,Nádvorník,,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Julia,,Wolska,0000-0001-8675-4388,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Lamis,Yahia Mohamed,Elkheir,https://orcid.org/0000-0002-3516-334X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Leal,,Oburoglu,https://orcid.org/0000-0003-0130-6602,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,,
Magda,,Skubera,https://orcid.org/0000-0002-0301-1368,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Maria,,Montefinese,https://orcid.org/0000-0002-7685-1034,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,,
Marina,,Tiulpakova,https://orcid.org/0009-0006-1346-6741,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Marta,,Kowal,0000-0001-9050-1471,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Max,,Korbmacher,https://orcid.org/0000-0002-8113-2560,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,,
Mirela,,Zaneva,https://orcid.org/0000-0003-3569-931X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Nihan,,Albayrak,https://orcid.org/0000-0003-3412-4311,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Norbert,,Vanek,https://orcid.org/0000-0002-7805-184X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Paul,,Ilegbusi,https://orcid.org/0000-0003-3644-0553,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Peter,,Branney,https://orcid.org/0000-0002-2084-461X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Rafael,Valdece Sousa,Bastos,0000-0003-2444-6982,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Richard,Mudahera,Dushime,0000-0002-1281-9895,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Roksana,,Sobolak,0009-0001-9534-6439,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Ruslana,,Margova,0000-0001-6243-104X,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Samaneh,,V.M Masuleh,,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Sara,,Priem,0000-0002-6213-3496,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Sarah,A,Sauve,https://orcid.org/0000-0003-1194-0113,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Sarah,Mohamed Saraheldeen,Hassan,0009-0001-7198-0515,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Saule,,Anafinova,https://orcid.org/0000-0002-4466-3426,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Sebastian,,Garcia,0000-0002-5591-8551,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Shubham,,Pandey,,Accessible Feedback in Academia,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Simon,,Porcher,0000-0001-6614-0338,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,
Steven,,Verheyen,https://orcid.org/0000-0002-6778-6744,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Sujeet,,Yadav,,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Susanne,,Vogel,0000-0001-9717-5568,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,,
Thomas,Rhys,Evans,https://orcid.org/0000-0002-6670-0718,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Tosan,,Okome,https://orcid.org/0009-0002-6502-2430,Accessible Feedback in Academia,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Tugce,,Varol,0000-0003-0737-9802,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Vaitsa,,Giannouli,0000-0003-2176-8986,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,,
Valeria,,Occelli,,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,,
Veronica,,Diveica,0000-0002-5696-8200,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,
Veronica,,Allen,,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Xiaoli,,Chen,,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Yo,,Yehudi,0000-0003-2705-1724,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Yseult,,Héjja-Brichard,0000-0003-3939-3852,Accessible Feedback in Academia,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Zhenya,,Kalenkovich,0000-0002-4606-4179,Accessible Feedback in Academia,,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,,
John,J,Shaw,0000-0003-3190-6772,Team Curations,https://forrt.org/resources/,True,False,False,False,False,False,True,True,False,True,False,False,,True,True,,
Flavio,,Azevedo,0000-0001-9000-8513,Team Curations,https://forrt.org/resources/,True,False,False,False,False,False,True,True,False,True,False,False,,True,True,,
Leticia ,,Micheli,0000-0003-0066-8222,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Lukas,,Wallrich,0000-0003-2121-5177,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Magda,,Skubera,0000-0002-0301-1368,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Roksana,,Sobolak,0009-0001-9534-6439,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Panos,,Vasilikos,0009-0005-6609-5924,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Lukas,,Röseler,0000-0002-6446-1901,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Antonia ,,Krasteva,0009-0006-8034-0401,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,
Kelly,E,Lloyd,0000-0002-0420-2342,Team Curations,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Zlatomira,G.,Ilchovska,0000-0001-6682-9952,Glossary - Bulgarian Translation,,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,,
Momchil,,Terziev,0000-0002-1664-6186,Glossary - Bulgarian Translation,,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,,
Marie,,Dokovova,0000-0002-4350-6082,Glossary - Bulgarian Translation,,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,,
Antonia,,Krasteva,0009-0006-8034-0401,Glossary - Bulgarian Translation,,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,,
Dilyana,,Hristova,,Glossary - Bulgarian Translation,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Bethan,,Iley,0000-0002-5813-3303,IOI Grant,,True,False,False,True,True,False,False,False,False,False,False,False,,True,False,,
Flavio,,Azevedo,0000-0001-9000-8513,IOI Grant,,True,False,False,True,True,False,True,False,False,True,False,False,,False,True,,
Leticia,,Micheli,0000-0003-0066-8222,IOI Grant,,False,False,False,True,False,False,True,False,False,True,False,False,,False,True,,
Dominik,,Kiersz ,0000-0001-5787-9034,IOI Grant,,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,,
Helena,,Hartmann,0000-0002-1331-6683,IOI Grant,,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,,
Ayanna,K,Thomas,0000-0001-8173-5911,Equity in Open Scholarship,,True,True,False,False,True,True,False,False,False,False,False,False,,True,True,,
Melissa ,,Kline Struhl,0000-0003-2217-9331,Equity in Open Scholarship,,True,True,False,False,False,False,False,False,False,False,False,False,,True,True,,
Yuichi ,,Shoda,0000-0001-6038-6142,Equity in Open Scholarship,,True,True,False,False,False,False,False,False,False,False,False,False,,True,True,,
Flavio ,,Azevedo,0000-0001-9000-8513,Equity in Open Scholarship,,True,True,False,False,True,True,False,False,False,False,False,False,,True,True,,
